bloco,escopo,nivel,descricao,valor,cnpj,periodo
BP,IND,2.1.3.2,Obrigações Fiscais Correntes,160144000.0,01425787,2020-12-31
BP,IND,2.1.3.3,Obrigações Fiscais Diferidas,3259000.0,01425787,2020-12-31
BP,IND,2.1.3.4,Diversas,254361000.0,01425787,2020-12-31
BP,IND,2.2,Patrimônio Líquido,17326003000.0,01425787,2020-12-31
BP,IND,2.2.1,Capital Social,3865210000.0,01425787,2020-12-31
BP,IND,2.2.2,Reservas de Capital,12506309000.0,01425787,2020-12-31
BP,IND,2.2.3,Reservas de Lucros,950306000.0,01425787,2020-12-31
BP,IND,2.2.4,Outros Resultados Abrangentes,4178000.0,01425787,2020-12-31
DR,IND,1,Receitas da Intermediação Financeira,342695000.0,01425787,2020-12-31
DR,IND,1.1,Operações de Outros Créditos,110247000.0,01425787,2020-12-31
DR,IND,1.2,Resultado de Operações com Títulos e Valores Mobiliários,232448000.0,01425787,2020-12-31
DR,IND,2,Resultado Bruto da Intermediação Financeira,342695000.0,01425787,2020-12-31
DR,IND,3,Outras Receitas / (Despesas) Operacionais,-20731000.0,01425787,2020-12-31
DR,IND,3.1,Receitas de Prestação de Serviços,2957008000.0,01425787,2020-12-31
DR,IND,3.2,Despesas de Pessoal,-425664000.0,01425787,2020-12-31
DR,IND,3.3,Outras Despesas Administrativas,-1777808000.0,01425787,2020-12-31
DR,IND,3.4,Despesas de Provisões,-63060000.0,01425787,2020-12-31
DR,IND,3.4.1,Provisões Cíveis,-20334000.0,01425787,2020-12-31
DR,IND,3.4.2,Provisões Trabalhistas,-45114000.0,01425787,2020-12-31
DR,IND,3.4.3,Provisões Fiscais e Previdenciárias,2438000.0,01425787,2020-12-31
DR,IND,3.4.4,Outros Riscos,-50000.0,01425787,2020-12-31
DR,IND,3.5,Despesas Tributárias,-269508000.0,01425787,2020-12-31
DR,IND,3.6,Resultado de Participações em Controladas e Coligadas e Outros Investimentos,-9823000.0,01425787,2020-12-31
DR,IND,3.7,Outras Receitas / (Despesas) Operacionais,-431876000.0,01425787,2020-12-31
DR,IND,4,Resultado Operacional,321964000.0,01425787,2020-12-31
DR,IND,5,Resultado Não Operacional,-6633000.0,01425787,2020-12-31
DR,IND,6,Resultado Antes da Tributação Sobre o Lucro e Participações,315331000.0,01425787,2020-12-31
DR,IND,7,Imposto de Renda e Contribuição Social,-118575000.0,01425787,2020-12-31
DR,IND,7.1,Devidos sobre Operações do Período,-79501000.0,01425787,2020-12-31
DR,IND,7.2,Referentes a Diferenças Temporárias,-39074000.0,01425787,2020-12-31
DR,IND,8,Participações no Lucro,-1595000.0,01425787,2020-12-31
DR,IND,9,Lucro Líquido,195161000.0,01425787,2020-12-31
DR,IND,10,Lucro por ação (Ordinárias) - Básico e Diluído,0.29,01425787,2020-12-31
DR,IND,11,Média Ponderada da Quantidade de Ações Ordinárias em Circulação - Básica e Diluída,671898449.0,01425787,2020-12-31
DRA,IND,1,Lucro Líquido,195161000.0,01425787,2020-12-31
DRA,IND,2,Ativos Financeiros Disponíveis para Venda,0.0,01425787,2020-12-31
DRA,IND,2.1,Remensurações,0.0,01425787,2020-12-31
DRA,IND,2.2,Efeito Fiscal,0.0,01425787,2020-12-31
DRA,IND,3,Remensurações em Obrigações de Benefícios Pós Emprego (*),-2030000.0,01425787,2020-12-31
DRA,IND,3.1,Remensurações,-3139000.0,01425787,2020-12-31
DRA,IND,3.2,Efeito Fiscal,1109000.0,01425787,2020-12-31
DRA,IND,4,Total de Outros Resultados Abrangentes,-2030000.0,01425787,2020-12-31
DRA,IND,5,Total do Resultado Abrangente,193131000.0,01425787,2020-12-31
DFC,IND,1,Lucro Líquido Ajustado,539265000.0,01425787,2020-12-31
DFC,IND,1.1,Lucro Líquido,195161000.0,01425787,2020-12-31
DFC,IND,1.2,Ajustes ao Lucro Líquido,344104000.0,01425787,2020-12-31
DFC,IND,1.2.1,Depreciações e Amortizações,397534000.0,01425787,2020-12-31
DFC,IND,1.2.2,Amortização de Ágio,36368000.0,01425787,2020-12-31
DFC,IND,1.2.3,Tributos Diferidos,39074000.0,01425787,2020-12-31
DFC,IND,1.2.4,Receita de Atualização / Encargos de Depósitos em Garantia,-1911000.0,01425787,2020-12-31
DFC,IND,1.2.5,"Despesa de Atualização / Encargos de Provisões Cíveis, Trabalhistas, Fiscais e Previdenciárias e Outros Riscos",2761000.0,01425787,2020-12-31
DFC,IND,1.2.6,"Provisões Cíveis, Trabalhistas, Fiscais e Previdenciárias e Outros Riscos",63840000.0,01425787,2020-12-31
DFC,IND,1.2.7,Resultado de Participações em Coligadas e Controladas,10560000.0,01425787,2020-12-31
DFC,IND,1.2.8,Resultado de Juros e Variação Cambial de Títulos e Valores Mobiliários Disponíveis para Venda,-208945000.0,01425787,2020-12-31
DFC,IND,1.2.9,Constituição / (Reversão) de Perdas em Outros Investimentos,0.0,01425787,2020-12-31
DFC,IND,1.2.10,Resultado na Alienação de Imobilizado,4823000.0,01425787,2020-12-31
DFC,IND,1.2.11,Outros,0.0,01425787,2020-12-31
DFC,IND,2,Variação de Ativos e Passivos,-3223940000.0,01425787,2020-12-31
DFC,IND,2.1.1,Títulos e Valores Mobiliários,0.0,01425787,2020-12-31
DFC,IND,2.1.2,Relações Interfinanceiras e Relações Interdependências (Ativos / Passivos),-4198541000.0,01425787,2020-12-31
DFC,IND,2.1.3,Outros Créditos e Outros Valores e Bens,616245000.0,01425787,2020-12-31
DFC,IND,2.2.1,Provisões e Outras Obrigações,415496000.0,01425787,2020-12-31
DFC,IND,2.2.2,Resultados de Exercícios Futuros,-58000.0,01425787,2020-12-31
DFC,IND,2.2.3,Pagamento de Imposto de Renda e Contribuição Social,-57082000.0,01425787,2020-12-31
DFC,IND,3,Caixa Líquido Proveniente / (Aplicado) nas Atividades Operacionais,-2684675000.0,01425787,2020-12-31
DFC,IND,3.1,Dividendos/Juros sobre o Capital Próprio Recebidos,7760000.0,01425787,2020-12-31
DFC,IND,3.2,Recursos da Venda de Títulos e Valores Mobiliários Disponíveis para Venda,6133300000.0,01425787,2020-12-31
DFC,IND,3.3,Aquisição de Títulos e Valores Mobiliários Disponíveis para Venda,0.0,01425787,2020-12-31
DFC,IND,3.4,(Aquisição) de Investimentos,-320347000.0,01425787,2020-12-31
DFC,IND,3.5,(Aquisição) de Imobilizado,-272508000.0,01425787,2020-12-31
DFC,IND,3.6,Alienação de Imobilizado,51392000.0,01425787,2020-12-31
DFC,IND,3.7,(Aquisição) de Intangível,-56049000.0,01425787,2020-12-31
DFC,IND,4,Caixa Líquido Proveniente / (Aplicado) nas Atividades de Investimento,5543548000.0,01425787,2020-12-31
DFC,IND,4.1,Aumento de Capital,0.0,01425787,2020-12-31
DFC,IND,4.2,Dividendos e Juros sobre o Capital Próprio Pagos,-241422000.0,01425787,2020-12-31
DFC,IND,5,Caixa Líquido Proveniente / (Aplicado) nas Atividades de Financiamento,-241422000.0,01425787,2020-12-31
DFC,IND,6,Aumento / (Diminuição) Líquido em Caixa e Equivalentes de Caixa (Nota 3a),2617451000.0,01425787,2020-12-31
DFC,IND,6.1,Caixa e Equivalentes de Caixa no Início do Período,292996000.0,01425787,2020-12-31
DFC,IND,6.2,Caixa e Equivalentes de Caixa no Final do Período,2910447000.0,01425787,2020-12-31
DFC,IND,6.2.1,Disponibilidades,506537000.0,01425787,2020-12-31
DFC,IND,6.2.2,Aplicações no Mercado Aberto - Posição Bancada,2403910000.0,01425787,2020-12-31
DMPL,IND,1,Capital Social,3865210000.0,01425787,2020-12-31
DMPL,IND,2,Reserva de Capital,12506309000.0,01425787,2020-12-31
DMPL,IND,2.1,Reconhecimento de Planos de Pagamento Baseado em Ações,2577000.0,01425787,2020-12-31
DMPL,IND,2.2,Mutações do Período,2577000.0,01425787,2020-12-31
DMPL,IND,3.1,Estatutária,950306000.0,01425787,2020-12-31
DMPL,IND,3.1.3,Outros,5475000.0,01425787,2020-12-31
DMPL,IND,3.1.4.1,Reservas,193209000.0,01425787,2020-12-31
DMPL,IND,3.1.5,Mutações do Período,198684000.0,01425787,2020-12-31
DMPL,IND,4.2,Remensurações em Obrigações de Benefícios Pós Emprego,4178000.0,01425787,2020-12-31
DMPL,IND,4.2.1,Total do Resultado Abrangente,-2030000.0,01425787,2020-12-31
DMPL,IND,4.2.1.1,Outros Resultados Abrangentes,-2030000.0,01425787,2020-12-31
DMPL,IND,4.2.2,Mutações do Período,-2030000.0,01425787,2020-12-31
DMPL,IND,5.1,Total do Resultado Abrangente,195161000.0,01425787,2020-12-31
DMPL,IND,5.1.1,Lucro Líquido,195161000.0,01425787,2020-12-31
DMPL,IND,5.2.1,Reservas,-193209000.0,01425787,2020-12-31
DMPL,IND,5.2.2,Dividendos,-1952000.0,01425787,2020-12-31
DMPL,IND,6,Total,17326003000.0,01425787,2020-12-31
DMPL,IND,6.1,Mutações do Período,199231000.0,01425787,2020-12-31
BP,IND,1,ativo,98646690000.0,01027058,2021-12-31
BP,CON,1,ativo,100422635000.0,01027058,2021-12-31
BP,IND,1.1,ativo circulante,87109848000.0,01027058,2021-12-31
BP,CON,1.1,ativo circulante,86543162000.0,01027058,2021-12-31
BP,IND,1.1.1,Disponibilidades,69177000.0,01027058,2021-12-31
BP,CON,1.1.1,Disponibilidades,350104000.0,01027058,2021-12-31
BP,IND,1.1.2,"Instrumentos financeiros, incluindo derivativos",1978842000.0,01027058,2021-12-31
BP,CON,1.1.2,"Instrumentos financeiros, incluindo derivativos",5225593000.0,01027058,2021-12-31
BP,IND,1.1.3,Fundos de investimentos em direitos creditórios,5568737000.0,01027058,2021-12-31
BP,CON,1.1.3,Fundos de investimentos em direitos creditórios,0.0,01027058,2021-12-31
BP,IND,1.1.4,Rendas a receber,170080000.0,01027058,2021-12-31
BP,CON,1.1.4,Rendas a receber,213358000.0,01027058,2021-12-31
BP,IND,1.1.5,Contas a receber de emissores,78865744000.0,01027058,2021-12-31
BP,CON,1.1.5,Contas a receber de emissores,79088367000.0,01027058,2021-12-31
BP,IND,1.1.6,Contas a receber com partes relacionadas,2793000.0,01027058,2021-12-31
BP,CON,1.1.6,Contas a receber com partes relacionadas,738105000.0,01027058,2021-12-31
BP,IND,1.1.7,Impostos e contribuições a compensar/recuperar,382956000.0,01027058,2021-12-31
BP,CON,1.1.7,Impostos e contribuições a compensar/recuperar,837561000.0,01027058,2021-12-31
BP,IND,1.1.8,Outras contas a receber operacionais,148866000.0,01027058,2021-12-31
BP,CON,1.1.8,Outras contas a receber operacionais,155641000.0,01027058,2021-12-31
BP,IND,1.1.9,Provisão para créditos incobráveis,-188986000.0,01027058,2021-12-31
BP,CON,1.1.9,Provisão para créditos incobráveis,-205161000.0,01027058,2021-12-31
BP,IND,1.1.10,Outros valores a receber,111639000.0,01027058,2021-12-31
BP,CON,1.1.10,Outros valores a receber,139594000.0,01027058,2021-12-31
BP,IND,1.2,ativo não circulante,11536842000.0,01027058,2021-12-31
BP,CON,1.2,ativo não circulante,13879473000.0,01027058,2021-12-31
BP,IND,1.2.1,"Instrumentos financeiros, incluindo derivativos",6350000.0,01027058,2021-12-31
BP,CON,1.2.1,"Instrumentos financeiros, incluindo derivativos",284999000.0,01027058,2021-12-31
BP,IND,1.2.2,Depósitos judiciais,1573876000.0,01027058,2021-12-31
BP,CON,1.2.2,Depósitos judiciais,1576643000.0,01027058,2021-12-31
BP,IND,1.2.3,Créditos tributários,924523000.0,01027058,2021-12-31
BP,CON,1.2.3,Créditos tributários,1283046000.0,01027058,2021-12-31
BP,IND,1.2.4,Outras contas a receber operacionais,18549000.0,01027058,2021-12-31
BP,CON,1.2.4,Outras contas a receber operacionais,29077000.0,01027058,2021-12-31
BP,IND,1.2.5,Investimentos,7596638000.0,01027058,2021-12-31
BP,CON,1.2.5,Investimentos,0.0,01027058,2021-12-31
BP,IND,1.2.6,Imobilizado de uso,914756000.0,01027058,2021-12-31
BP,CON,1.2.6,Imobilizado de uso,971151000.0,01027058,2021-12-31
BP,IND,1.2.7,Intangível,502150000.0,01027058,2021-12-31
BP,CON,1.2.7,Intangível,9734557000.0,01027058,2021-12-31
BP,IND,2,passivo e patrimônio líquido,98646690000.0,01027058,2021-12-31
BP,CON,2,passivo e patrimônio líquido,100422635000.0,01027058,2021-12-31
BP,IND,2.1,passivo circulante,81683517000.0,01027058,2021-12-31
BP,CON,2.1,passivo circulante,74552988000.0,01027058,2021-12-31
BP,IND,2.1.1,Obrigações por empréstimos,652144000.0,01027058,2021-12-31
BP,CON,2.1.1,Obrigações por empréstimos,2912802000.0,01027058,2021-12-31
BP,IND,2.1.2,Outras obrigações,81031373000.0,01027058,2021-12-31
BP,CON,2.1.2,Outras obrigações,71640186000.0,01027058,2021-12-31
BP,IND,2.1.2.1,Sociais e estatutárias,290146000.0,01027058,2021-12-31
BP,CON,2.1.2.1,Sociais e estatutárias,347750000.0,01027058,2021-12-31
BP,IND,2.1.2.2,Fiscais e previdenciárias,95655000.0,01027058,2021-12-31
BP,CON,2.1.2.2,Fiscais e previdenciárias,582399000.0,01027058,2021-12-31
BP,IND,2.1.2.3,Contas a pagar a estabelecimentos,69138706000.0,01027058,2021-12-31
BP,CON,2.1.2.3,Contas a pagar a estabelecimentos,69530057000.0,01027058,2021-12-31
BP,IND,2.1.2.4,Contas a pagar com partes relacionadas,10942421000.0,01027058,2021-12-31
BP,CON,2.1.2.4,Contas a pagar com partes relacionadas,396503000.0,01027058,2021-12-31
BP,IND,2.1.2.5,Outras,564445000.0,01027058,2021-12-31
BP,CON,2.1.2.5,Outras,783477000.0,01027058,2021-12-31
BP,IND,2.2,passivo não circulante,7072584000.0,01027058,2021-12-31
BP,CON,2.2,passivo não circulante,5611155000.0,01027058,2021-12-31
BP,IND,2.2.1,Obrigações por empréstimos,3382302000.0,01027058,2021-12-31
BP,CON,2.2.1,Obrigações por empréstimos,3382302000.0,01027058,2021-12-31
BP,IND,2.2.2,Outras obrigações.,3690282000.0,01027058,2021-12-31
BP,CON,2.2.2,Outras obrigações.,2228853000.0,01027058,2021-12-31
BP,IND,2.2.2.1,Provisões para contingências,1985883000.0,01027058,2021-12-31
BP,CON,2.2.2.1,Provisões para contingências,2158491000.0,01027058,2021-12-31
BP,IND,2.2.2.2,Impostos e contribuições diferidos,0.0,01027058,2021-12-31
BP,CON,2.2.2.2,Impostos e contribuições diferidos,25964000.0,01027058,2021-12-31
BP,IND,2.2.2.3,Provisão para obrigações com investidas,1665683000.0,01027058,2021-12-31
BP,CON,2.2.2.3,Provisão para obrigações com investidas,170000.0,01027058,2021-12-31
BP,IND,2.2.2.4,Outras,38716000.0,01027058,2021-12-31
BP,CON,2.2.2.4,Outras,44228000.0,01027058,2021-12-31
BP,IND,2.3,Total do patrimônio líquido,9890589000.0,01027058,2021-12-31
BP,CON,2.3,Total do patrimônio líquido,20258492000.0,01027058,2021-12-31
BP,IND,2.3.1,Acionistas controladores,9890589000.0,01027058,2021-12-31
BP,CON,2.3.1,Acionistas controladores,9890589000.0,01027058,2021-12-31
BP,IND,2.3.1.1,Capital social,5700000000.0,01027058,2021-12-31
BP,CON,2.3.1.1,Capital social,5700000000.0,01027058,2021-12-31
BP,IND,2.3.1.2,Reservas de capital,77030000.0,01027058,2021-12-31
BP,CON,2.3.1.2,Reservas de capital,77030000.0,01027058,2021-12-31
BP,IND,2.3.1.3,Reservas de lucros,4542989000.0,01027058,2021-12-31
BP,CON,2.3.1.3,Reservas de lucros,4542989000.0,01027058,2021-12-31
BP,IND,2.3.1.4,Outros resultados abrangentes,-330852000.0,01027058,2021-12-31
BP,CON,2.3.1.4,Outros resultados abrangentes,-330852000.0,01027058,2021-12-31
BP,IND,2.3.1.5,(-) Ações em tesouraria,-98578000.0,01027058,2021-12-31
BP,CON,2.3.1.5,(-) Ações em tesouraria,-98578000.0,01027058,2021-12-31
BP,IND,2.3.2,Acionistas não controladores,0.0,01027058,2021-12-31
BP,CON,2.3.2,Acionistas não controladores,10367903000.0,01027058,2021-12-31
DR,IND,1,RECEITA LÍQUIDA,4992009000.0,01027058,2021-12-31
DR,CON,1,RECEITA LÍQUIDA,11685440000.0,01027058,2021-12-31
DR,IND,2,CUSTO DOS SERVIÇOS PRESTADOS,-3082241000.0,01027058,2021-12-31
DR,CON,2,CUSTO DOS SERVIÇOS PRESTADOS,-8287260000.0,01027058,2021-12-31
DR,IND,3,LUCRO BRUTO,1909768000.0,01027058,2021-12-31
DR,CON,3,LUCRO BRUTO,3398180000.0,01027058,2021-12-31
DR,IND,4,RECEITAS (DESPESAS) OPERACIONAIS,0.0,01027058,2021-12-31
DR,CON,4,RECEITAS (DESPESAS) OPERACIONAIS,0.0,01027058,2021-12-31
DR,IND,4.1,Pessoal,-316440000.0,01027058,2021-12-31
DR,CON,4.1,Pessoal,-885169000.0,01027058,2021-12-31
DR,IND,4.2,Gerais e administrativas,-693392000.0,01027058,2021-12-31
DR,CON,4.2,Gerais e administrativas,-389345000.0,01027058,2021-12-31
DR,IND,4.3,Vendas e marketing,-76063000.0,01027058,2021-12-31
DR,CON,4.3,Vendas e marketing,-235258000.0,01027058,2021-12-31
DR,IND,4.4,Equivalência patrimonial,377806000.0,01027058,2021-12-31
DR,CON,4.4,Equivalência patrimonial,679000.0,01027058,2021-12-31
DR,IND,4.5,"Outras receitas (despesas) operacionais, líquidas",-116433000.0,01027058,2021-12-31
DR,CON,4.5,"Outras receitas (despesas) operacionais, líquidas",-313210000.0,01027058,2021-12-31
DR,IND,5,LUCRO OPERACIONAL,1085246000.0,01027058,2021-12-31
DR,CON,5,LUCRO OPERACIONAL,1575877000.0,01027058,2021-12-31
DR,IND,6,RESULTADO FINANCEIRO,-73752000.0,01027058,2021-12-31
DR,CON,6,RESULTADO FINANCEIRO,-74524000.0,01027058,2021-12-31
DR,IND,6.1,Receitas financeiras,123630000.0,01027058,2021-12-31
DR,CON,6.1,Receitas financeiras,324415000.0,01027058,2021-12-31
DR,IND,6.2,Despesas financeiras,-614321000.0,01027058,2021-12-31
DR,CON,6.2,Despesas financeiras,-805008000.0,01027058,2021-12-31
DR,IND,6.3,Rendimento de cotas FIDCs e Antecipação de Recebíveis,417470000.0,01027058,2021-12-31
DR,CON,6.3,Rendimento de cotas FIDCs e Antecipação de Recebíveis,406582000.0,01027058,2021-12-31
DR,IND,6.4,"Perda de variação cambial, líquida",-531000.0,01027058,2021-12-31
DR,CON,6.4,"Perda de variação cambial, líquida",-513000.0,01027058,2021-12-31
DR,IND,7,LUCRO OPERACIONAL ANTES DO IMPOSTO DE RENDA,1011494000.0,01027058,2021-12-31
DR,CON,7,LUCRO OPERACIONAL ANTES DO IMPOSTO DE RENDA,1501353000.0,01027058,2021-12-31
DR,IND,8,IMPOSTO DE RENDA E CONTRIBUIÇÃO SOCIAL,0.0,01027058,2021-12-31
DR,CON,8,IMPOSTO DE RENDA E CONTRIBUIÇÃO SOCIAL,0.0,01027058,2021-12-31
DR,IND,8.1,Correntes,-38172000.0,01027058,2021-12-31
DR,CON,8.1,Correntes,-479295000.0,01027058,2021-12-31
DR,IND,8.2,Diferidos,-2851000.0,01027058,2021-12-31
DR,CON,8.2,Diferidos,136432000.0,01027058,2021-12-31
DR,IND,9,LUCRO LÍQUIDO DO PERÍODO,970471000.0,01027058,2021-12-31
DR,CON,9,LUCRO LÍQUIDO DO PERÍODO,1158490000.0,01027058,2021-12-31
DR,IND,9.1,Acionistas controladores,0.0,01027058,2021-12-31
DR,CON,9.1,Acionistas controladores,970471000.0,01027058,2021-12-31
DR,IND,9.2,Acionistas não controladores,0.0,01027058,2021-12-31
DR,CON,9.2,Acionistas não controladores,188019000.0,01027058,2021-12-31
DR,IND,10,Lucro líquido por ação (em R$) - Básico,358.25,01027058,2021-12-31
DR,CON,10,Lucro líquido por ação (em R$) - Básico,358.25,01027058,2021-12-31
DR,IND,11,Lucro líquido por ação (em R$) - Diluído,356.65000000000003,01027058,2021-12-31
DR,CON,11,Lucro líquido por ação (em R$) - Diluído,356.65000000000003,01027058,2021-12-31
DRA,IND,1,Lucro líquido do período,970471000.0,01027058,2021-12-31
DRA,CON,1,Lucro líquido do período,1158490000.0,01027058,2021-12-31
DRA,IND,2,Movimentações do exercício,-107085000.0,01027058,2021-12-31
DRA,CON,2,Movimentações do exercício,-107085000.0,01027058,2021-12-31
DRA,IND,2.1,Variação cambial sobre investimentos no exterior,-107986000.0,01027058,2021-12-31
DRA,CON,2.1,Variação cambial sobre investimentos no exterior,-107986000.0,01027058,2021-12-31
DRA,IND,2.2,Benefício pós-emprego,901000.0,01027058,2021-12-31
DRA,CON,2.2,Benefício pós-emprego,901000.0,01027058,2021-12-31
DRA,IND,3,Resultado abrangente total,863386000.0,01027058,2021-12-31
DRA,CON,3,Resultado abrangente total,1051405000.0,01027058,2021-12-31
DRA,IND,3.1,Acionistas controladores,0.0,01027058,2021-12-31
DRA,CON,3.1,Acionistas controladores,863386000.0,01027058,2021-12-31
DRA,IND,3.2,Acionistas não controladores,0.0,01027058,2021-12-31
DRA,CON,3.2,Acionistas não controladores,188019000.0,01027058,2021-12-31
DFC,IND,1,Fluxo de caixa das atividades operacionais,0.0,01027058,2021-12-31
DFC,CON,1,Fluxo de caixa das atividades operacionais,0.0,01027058,2021-12-31
DFC,IND,1.1,Lucro antes do imposto de renda e da contribuição social,1011494000.0,01027058,2021-12-31
DFC,CON,1.1,Lucro antes do imposto de renda e da contribuição social,1501353000.0,01027058,2021-12-31
DFC,IND,2,Ajustes para conciliar o lucro antes do imposto de renda e da contribuição social com o caixa líquido gerado pelas atividades operacionais:,0.0,01027058,2021-12-31
DFC,CON,2,Ajustes para conciliar o lucro antes do imposto de renda e da contribuição social com o caixa líquido gerado pelas atividades operacionais:,0.0,01027058,2021-12-31
DFC,IND,2.1,Depreciações e amortizações,504588000.0,01027058,2021-12-31
DFC,CON,2.1,Depreciações e amortizações,1100748000.0,01027058,2021-12-31
DFC,IND,2.2,Baixas/perdas de imobilizado e intangível,223077000.0,01027058,2021-12-31
DFC,CON,2.2,Baixas/perdas de imobilizado e intangível,308574000.0,01027058,2021-12-31
DFC,IND,2.3,Equivalência patrimonial,-377806000.0,01027058,2021-12-31
DFC,CON,2.3,Equivalência patrimonial,-679000.0,01027058,2021-12-31
DFC,IND,2.4,Variação cambial de investimentos no exterior,0.0,01027058,2021-12-31
DFC,CON,2.4,Variação cambial de investimentos no exterior,0.0,01027058,2021-12-31
DFC,IND,2.5,Variação cambial sobre imobilizado e intangível,0.0,01027058,2021-12-31
DFC,CON,2.5,Variação cambial sobre imobilizado e intangível,-26324000.0,01027058,2021-12-31
DFC,IND,2.6,Ações restritas outorgadas,22862000.0,01027058,2021-12-31
DFC,CON,2.6,Ações restritas outorgadas,22862000.0,01027058,2021-12-31
DFC,IND,2.7,Transferência de ações em tesouraria pelo exercício de ações,-13361000.0,01027058,2021-12-31
DFC,CON,2.7,Transferência de ações em tesouraria pelo exercício de ações,-13361000.0,01027058,2021-12-31
DFC,IND,2.8,Perdas com créditos incobráveis e fraude,170129000.0,01027058,2021-12-31
DFC,CON,2.8,Perdas com créditos incobráveis e fraude,331216000.0,01027058,2021-12-31
DFC,IND,2.9,"Provisão para riscos tributários, cíveis e trabalhistas",216028000.0,01027058,2021-12-31
DFC,CON,2.9,"Provisão para riscos tributários, cíveis e trabalhistas",371693000.0,01027058,2021-12-31
DFC,IND,2.10,Variação cambial sobre juros de empréstimos e financiamentos captados no exterior,37269000.0,01027058,2021-12-31
DFC,CON,2.10,Variação cambial sobre juros de empréstimos e financiamentos captados no exterior,196908000.0,01027058,2021-12-31
DFC,IND,2.11,Resultado com instrumentos financeiros derivativos,50187000.0,01027058,2021-12-31
DFC,CON,2.11,Resultado com instrumentos financeiros derivativos,50187000.0,01027058,2021-12-31
DFC,IND,2.12,Juros sobre empréstimos e financiamentos,234120000.0,01027058,2021-12-31
DFC,CON,2.12,Juros sobre empréstimos e financiamentos,313666000.0,01027058,2021-12-31
DFC,IND,2.13,Amortização de custos de emissão de dívidas,25312000.0,01027058,2021-12-31
DFC,CON,2.13,Amortização de custos de emissão de dívidas,25312000.0,01027058,2021-12-31
DFC,IND,2.14,Rendimento de participação no FIDC,-417470000.0,01027058,2021-12-31
DFC,CON,2.14,Rendimento de participação no FIDC,0.0,01027058,2021-12-31
DFC,IND,3,(Aumento)/redução nos ativos operacionais:,0.0,01027058,2021-12-31
DFC,CON,3,(Aumento)/redução nos ativos operacionais:,0.0,01027058,2021-12-31
DFC,IND,3.1,Rendas a receber,168015000.0,01027058,2021-12-31
DFC,CON,3.1,Rendas a receber,9100000.0,01027058,2021-12-31
DFC,IND,3.2,Contas a receber de emissores,-9089986000.0,01027058,2021-12-31
DFC,CON,3.2,Contas a receber de emissores,-9307027000.0,01027058,2021-12-31
DFC,IND,3.3,Contas a receber com partes relacionadas,2472000.0,01027058,2021-12-31
DFC,CON,3.3,Contas a receber com partes relacionadas,5077000.0,01027058,2021-12-31
DFC,IND,3.4,Impostos e contribuições a compensar/recuperar,117527000.0,01027058,2021-12-31
DFC,CON,3.4,Impostos e contribuições a compensar/recuperar,-145983000.0,01027058,2021-12-31
DFC,IND,3.5,Depósitos judiciais,2530000.0,01027058,2021-12-31
DFC,CON,3.5,Depósitos judiciais,2344000.0,01027058,2021-12-31
DFC,IND,3.6,Outros valores e bens,-67664000.0,01027058,2021-12-31
DFC,CON,3.6,Outros valores e bens,-72114000.0,01027058,2021-12-31
DFC,IND,3.7,Outros ativos,-267880000.0,01027058,2021-12-31
DFC,CON,3.7,Outros ativos,-184866000.0,01027058,2021-12-31
DFC,IND,3.8,"Instrumentos financeiros, incluindo derivativos",-106425000.0,01027058,2021-12-31
DFC,CON,3.8,"Instrumentos financeiros, incluindo derivativos",123859000.0,01027058,2021-12-31
DFC,IND,4,Aumento/(redução) nos passivos operacionais:,0.0,01027058,2021-12-31
DFC,CON,4,Aumento/(redução) nos passivos operacionais:,0.0,01027058,2021-12-31
DFC,IND,4.1,Sociais e estatutárias,-29198000.0,01027058,2021-12-31
DFC,CON,4.1,Sociais e estatutárias,-134615000.0,01027058,2021-12-31
DFC,IND,4.2,Fiscais e previdenciárias,-84362000.0,01027058,2021-12-31
DFC,CON,4.2,Fiscais e previdenciárias,428909000.0,01027058,2021-12-31
DFC,IND,4.3,Contas a pagar a estabelecimentos,7609461000.0,01027058,2021-12-31
DFC,CON,4.3,Contas a pagar a estabelecimentos,7765013000.0,01027058,2021-12-31
DFC,IND,4.4,Contas a pagar com partes relacionadas,5883011000.0,01027058,2021-12-31
DFC,CON,4.4,Contas a pagar com partes relacionadas,0.0,01027058,2021-12-31
DFC,IND,4.5,Provisões para contingências,-49725000.0,01027058,2021-12-31
DFC,CON,4.5,Provisões para contingências,-51921000.0,01027058,2021-12-31
DFC,IND,4.6,Outros passivos,79057000.0,01027058,2021-12-31
DFC,CON,4.6,Outros passivos,-415622000.0,01027058,2021-12-31
DFC,IND,5,Caixa gerado nas/(aplicado em) atividades operacionais,5853262000.0,01027058,2021-12-31
DFC,CON,5,Caixa gerado nas/(aplicado em) atividades operacionais,2204309000.0,01027058,2021-12-31
DFC,IND,6,Imposto de renda e contribuição social pagos,-76794000.0,01027058,2021-12-31
DFC,CON,6,Imposto de renda e contribuição social pagos,-427650000.0,01027058,2021-12-31
DFC,IND,7,Caixa líquido gerado nas/(aplicado em) atividades operacionais,5776468000.0,01027058,2021-12-31
DFC,CON,7,Caixa líquido gerado nas/(aplicado em) atividades operacionais,1776659000.0,01027058,2021-12-31
DFC,IND,8,Caixa líquido (aplicado em) atividades de investimento,-2996071000.0,01027058,2021-12-31
DFC,CON,8,Caixa líquido (aplicado em) atividades de investimento,-363222000.0,01027058,2021-12-31
